batch,mrd,cor,average_f1
5,0.05,1.01,0.6431190639693003
5,0.05,1.04,0.6444378946749131
5,0.05,1.07,0.6510196688904736
6,0.01,0.2,0.5307909834375639
6,0.01,0.23,0.5272815459619735
6,0.01,0.26,0.5249400292498136
6,0.01,0.29,0.5252944891804838
6,0.01,0.32,0.5240897657901095
6,0.01,0.35,0.5220466765126152
6,0.01,0.38,0.5202642833690416
6,0.01,0.41,0.5189897844122199
6,0.01,0.44,0.5168969724883218
6,0.01,0.47,0.5139463295363006
6,0.01,0.5,0.5123308833409282
6,0.01,0.53,0.510951896989721
6,0.01,0.56,0.507473796288285
6,0.01,0.59,0.5072577287603448
6,0.01,0.62,0.5031530894066584
6,0.01,0.65,0.5015293091577478
6,0.01,0.68,0.49909829839733283
6,0.01,0.71,0.4972959052911476
6,0.01,0.74,0.49426659519971733
6,0.01,0.77,0.4941434771425696
6,0.01,0.8,0.49092275703796207
6,0.01,0.83,0.4891321516101764
6,0.01,0.86,0.4887354315261233
6,0.01,0.89,0.48659015692700613
6,0.01,0.92,0.4857162635936637
6,0.02,0.2,0.649579421910958
6,0.02,0.23,0.6518165983717094
6,0.02,0.26,0.6618984259567872
6,0.02,0.29,0.6606552098654056
6,0.02,0.32,0.6596546575658897
6,0.02,0.35,0.6574980656539833
6,0.02,0.38,0.6597803142511084
6,0.02,0.41,0.660232349265219
6,0.02,0.44,0.6594118895098088
6,0.02,0.47,0.6576380715181462
6,0.02,0.5,0.6581227310975964
6,0.02,0.53,0.6564273625855738
6,0.02,0.56,0.6539010414962425
6,0.02,0.59,0.646677291988755
6,0.02,0.62,0.6405891838936222
6,0.02,0.65,0.6369566010435062
6,0.02,0.68,0.6341553557994761
6,0.02,0.71,0.6352454469763107
6,0.02,0.74,0.6353396377170426
6,0.02,0.77,0.6293032742418726
6,0.02,0.8,0.6243711870827006
6,0.02,0.83,0.6176393663131267
6,0.02,0.86,0.6157570309438175
6,0.02,0.89,0.6147571160502194
6,0.02,0.92,0.6126134167025785
6,0.03,0.2,0.6823532661112841
6,0.03,0.23,0.6875547095843538
6,0.03,0.26,0.6916501051350343
6,0.03,0.29,0.6899887731861741
6,0.03,0.32,0.7022927560081215
6,0.03,0.35,0.7057814908788597
6,0.03,0.38,0.7008971805730433
6,0.03,0.41,0.7024010455951848
6,0.03,0.44,0.7057748641453999
6,0.03,0.47,0.7068093150282984
6,0.03,0.5,0.7118203116081628
6,0.03,0.53,0.7075172743199385
6,0.03,0.56,0.702664980863184
6,0.03,0.59,0.6938115624100668
6,0.03,0.62,0.6888400705742469
6,0.03,0.65,0.6938522145374441
6,0.03,0.68,0.6926178340492467
6,0.03,0.71,0.6925377083045329
6,0.03,0.74,0.6869741146669047
6,0.03,0.77,0.6831659026683964
6,0.03,0.8,0.6842810723722234
6,0.03,0.83,0.6824690682656874
6,0.03,0.86,0.6790867855557735
6,0.03,0.89,0.6808336020411646
6,0.03,0.92,0.6782454521096998
6,0.04,0.35,0.6449448472675804
6,0.04,0.38,0.6626984383104377
6,0.04,0.41,0.6667416642890777
6,0.04,0.44,0.6788116345318359
6,0.04,0.47,0.6739124725978609
6,0.04,0.5,0.6892411769300625
6,0.04,0.53,0.6918425678560743
6,0.04,0.56,0.6951790351928782
6,0.04,0.59,0.7037361088633677
6,0.04,0.62,0.7097399908889057
6,0.04,0.65,0.7096190707262516
6,0.04,0.68,0.7034427368562846
6,0.04,0.71,0.6948047011481994
6,0.04,0.74,0.7013410220417838
6,0.04,0.77,0.7052912783220014
6,0.04,0.8,0.7039186482561475
6,0.04,0.83,0.6991995150955053
6,0.04,0.86,0.6941685141336036
6,0.04,0.89,0.6929439997333589
6,0.04,0.92,0.6958854232476014
6,0.04,0.95,0.6942624856850947
6,0.04,0.98,0.689674937166628
6,0.04,1.01,0.6866315994353779
6,0.04,1.04,0.6821890753553578
6,0.04,1.07,0.6792023263876172
6,0.05,0.35,0.5559330312979069
6,0.05,0.38,0.5669537269947176
6,0.05,0.41,0.5774716484797578
6,0.05,0.44,0.5921735983753555
6,0.05,0.47,0.5985159037412914
6,0.05,0.5,0.6063967495492691
6,0.05,0.53,0.6231359000064424
6,0.05,0.56,0.6394352883144251
6,0.05,0.59,0.6515929465951968
6,0.05,0.62,0.6578193282095997
6,0.05,0.65,0.6722628846920796
6,0.05,0.68,0.6862038293970772
6,0.05,0.71,0.6853402654625463
6,0.05,0.74,0.6964481139137959
6,0.05,0.77,0.6938685131604015
6,0.05,0.8,0.6960245386818075
6,0.05,0.83,0.7040014261785136
6,0.05,0.86,0.7029912527416021
6,0.05,0.89,0.6888799011762313
6,0.05,0.92,0.692341964407893
6,0.05,0.95,0.6969769752589584
6,0.05,0.98,0.6938915126695232
6,0.05,1.01,0.6958783163310895
6,0.05,1.04,0.6906054820026999
6,0.05,1.07,0.6881025311388341
7,0.01,0.2,0.5470302317572697
7,0.01,0.23,0.5450402589775148
7,0.01,0.26,0.542213992274374
7,0.01,0.29,0.5383628910045621
7,0.01,0.32,0.5362986154628906
7,0.01,0.35,0.5363510475722602
7,0.01,0.38,0.5343155617574716
7,0.01,0.41,0.5322245538208122
7,0.01,0.44,0.5297874222896809
7,0.01,0.47,0.5284939033852409
7,0.01,0.5,0.5262464266404973
7,0.01,0.53,0.5249620291004978
7,0.01,0.56,0.5221482062060023
7,0.01,0.59,0.5189260803901503
7,0.01,0.62,0.5174135709321164
7,0.01,0.65,0.5130295641200566
7,0.01,0.68,0.5103182040672269
7,0.01,0.71,0.5074461890843078
7,0.01,0.74,0.5061233937996436
7,0.01,0.77,0.5046136111923529
7,0.01,0.8,0.5026616550136624
7,0.01,0.83,0.49943356773961917
7,0.01,0.86,0.4961283716488171
7,0.01,0.89,0.49278656219539024
7,0.01,0.92,0.4912693854802362
7,0.02,0.2,0.7109780677369825
7,0.02,0.23,0.709321065743031
7,0.02,0.26,0.7127363086242925
7,0.02,0.29,0.7077278852402801
7,0.02,0.32,0.7081963474214815
7,0.02,0.35,0.7056920804632695
7,0.02,0.38,0.7067661003441177
7,0.02,0.41,0.7014969671795471
7,0.02,0.44,0.6955591272128608
7,0.02,0.47,0.7006907694789364
7,0.02,0.5,0.702602786657856
7,0.02,0.53,0.6980246246092366
7,0.02,0.56,0.6914555097706974
7,0.02,0.59,0.6830585902581704
7,0.02,0.62,0.6791179836874909
7,0.02,0.65,0.6777623746266702
7,0.02,0.68,0.6745969465293574
7,0.02,0.71,0.6711350023722567
7,0.02,0.74,0.6707795207947687
7,0.02,0.77,0.6647961487809723
7,0.02,0.8,0.658230258920633
7,0.02,0.83,0.6530510173870335
7,0.02,0.86,0.6473826995585245
7,0.02,0.89,0.6483775854132163
7,0.02,0.92,0.6450003332664371
7,0.03,0.2,0.736623146475421
7,0.03,0.23,0.7455248200530258
7,0.03,0.26,0.74477982956933
7,0.03,0.29,0.7462876068994351
7,0.03,0.32,0.7515373733312314
7,0.03,0.35,0.7528236521815062
7,0.03,0.38,0.7464857277219566
7,0.03,0.41,0.7481598133199997
7,0.03,0.44,0.7476525641643291
7,0.03,0.47,0.7432994374397629
7,0.03,0.5,0.7464881955520245
7,0.03,0.53,0.7456078496833731
7,0.03,0.56,0.7406055656976293
7,0.03,0.59,0.731545260754914
7,0.03,0.62,0.7347823898565017
7,0.03,0.65,0.7277543694738885
7,0.03,0.68,0.7265063441270577
7,0.03,0.71,0.7242640169919322
7,0.03,0.74,0.7252542901254785
7,0.03,0.77,0.7269972719278969
7,0.03,0.8,0.7243455640695661
7,0.03,0.83,0.7245281992679399
7,0.03,0.86,0.7128014231431428
7,0.03,0.89,0.7094400595492857
7,0.03,0.92,0.7048519181326609
7,0.04,0.35,0.7073631525709093
7,0.04,0.38,0.7105917270919662
7,0.04,0.41,0.7275576973980914
7,0.04,0.44,0.7356676741410916
7,0.04,0.47,0.734146226796509
7,0.04,0.5,0.7445318948964682
7,0.04,0.53,0.7442455506883461
7,0.04,0.56,0.753178626965456
7,0.04,0.59,0.7522991164994887
7,0.04,0.62,0.7467144381644015
7,0.04,0.65,0.7532078529469836
7,0.04,0.68,0.7506249449876901
7,0.04,0.71,0.7474845493753056
7,0.04,0.74,0.7415924875754109
7,0.04,0.77,0.7415148790423063
7,0.04,0.8,0.7374401879495937
7,0.04,0.83,0.7383267762531405
7,0.04,0.86,0.7400757930545951
7,0.04,0.89,0.735835866235537
7,0.04,0.92,0.7330971682649127
7,0.04,0.95,0.7245584137462684
7,0.04,0.98,0.7220114723117936
7,0.04,1.01,0.715421091270896
7,0.04,1.04,0.7111816824232843
7,0.04,1.07,0.7056867254498496
7,0.05,0.35,0.6457323214360662
7,0.05,0.38,0.6491998137594288
7,0.05,0.41,0.6570409304744895
7,0.05,0.44,0.6625382035700229
7,0.05,0.47,0.6693370570131236
7,0.05,0.5,0.6855849409426061
7,0.05,0.53,0.6930554271187014
7,0.05,0.56,0.7141808456729615
7,0.05,0.59,0.7216759801750466
7,0.05,0.62,0.724863231116781
7,0.05,0.65,0.7487389628767342
7,0.05,0.68,0.7550523052549671
7,0.05,0.71,0.7564935925154783
7,0.05,0.74,0.7474330243374897
7,0.05,0.77,0.7537766654318782
7,0.05,0.8,0.7448503801153692
7,0.05,0.83,0.7535542320816984
7,0.05,0.86,0.7497487136924542
7,0.05,0.89,0.7411245061200817
7,0.05,0.92,0.7385244632982425
7,0.05,0.95,0.730508163511705
7,0.05,0.98,0.7364646893918728
7,0.05,1.01,0.7310861478838142
7,0.05,1.04,0.7260234500867526
7,0.05,1.07,0.7280435997118105
8,0.01,0.2,0.561778028421998
8,0.01,0.23,0.5564746504752055
8,0.01,0.26,0.5536158063844431
8,0.01,0.29,0.5511520865529834
8,0.01,0.32,0.5514792955105976
8,0.01,0.35,0.5502289387340644
8,0.01,0.38,0.5481992513854291
8,0.01,0.41,0.5470432610096755
8,0.01,0.44,0.5456228986703943
8,0.01,0.47,0.5451388425321372
8,0.01,0.5,0.5428563773287554
8,0.01,0.53,0.5398194895260857
8,0.01,0.56,0.5379338704135896
8,0.01,0.59,0.5349429202257715
8,0.01,0.62,0.5330369270972118
8,0.01,0.65,0.5304110213536124
8,0.01,0.68,0.5280152597307072
8,0.01,0.71,0.5248395781675362
8,0.01,0.74,0.5227050712582975
8,0.01,0.77,0.5218001699105351
8,0.01,0.8,0.5166188126650556
8,0.01,0.83,0.5150865009125145
8,0.01,0.86,0.5112560142896212
8,0.01,0.89,0.5100125264972103
8,0.01,0.92,0.5083601920474397
8,0.02,0.2,0.7382451211052273
8,0.02,0.23,0.7405890426426368
8,0.02,0.26,0.7386138095904163
8,0.02,0.29,0.7418948174179477
8,0.02,0.32,0.7389040935261377
8,0.02,0.35,0.734880851973898
8,0.02,0.38,0.7323172526871942
8,0.02,0.41,0.7238088676462981
8,0.02,0.44,0.7281798728994656
8,0.02,0.47,0.7239363132488161
8,0.02,0.5,0.7206759085928739
8,0.02,0.53,0.7156821610457087
8,0.02,0.56,0.7111723950499081
8,0.02,0.59,0.7068345804942341
8,0.02,0.62,0.7041103529788381
8,0.02,0.65,0.7035076923550111
8,0.02,0.68,0.6996947408949945
8,0.02,0.71,0.6978909462480724
8,0.02,0.74,0.6906889370162018
8,0.02,0.77,0.6892832817677045
8,0.02,0.8,0.6815758029109819
8,0.02,0.83,0.6764528195266605
8,0.02,0.86,0.6689166022008205
8,0.02,0.89,0.6651341871676476
8,0.02,0.92,0.6609171198618183
8,0.03,0.2,0.7856376613384793
8,0.03,0.23,0.7898966695684317
8,0.03,0.26,0.7909472555068124
8,0.03,0.29,0.7870557585793205
8,0.03,0.32,0.7846410899064279
8,0.03,0.35,0.7846545332890756
8,0.03,0.38,0.7793008210167388
8,0.03,0.41,0.7762553189493892
8,0.03,0.44,0.7770030448286275
8,0.03,0.47,0.7794486204339152
8,0.03,0.5,0.7700608640063888
8,0.03,0.53,0.7722442384173396
8,0.03,0.56,0.7668016942215633
8,0.03,0.59,0.7654395210584009
8,0.03,0.62,0.7671203063546974
8,0.03,0.65,0.7700872884208472
8,0.03,0.68,0.7639495190968565
8,0.03,0.71,0.7604719641641815
8,0.03,0.74,0.7549933233330923
8,0.03,0.77,0.7444724779668099
8,0.03,0.8,0.7407820213568135
8,0.03,0.83,0.7345879575043794
8,0.03,0.86,0.7252368592215428
8,0.03,0.89,0.7186193924829428
8,0.03,0.92,0.7139200319749122
8,0.04,0.35,0.7666667812469852
8,0.04,0.38,0.7726313098500964
8,0.04,0.41,0.7797248971125058
8,0.04,0.44,0.7829984062736859
8,0.04,0.47,0.7781423596870878
8,0.04,0.5,0.7819178336969272
8,0.04,0.53,0.7782516392276966
8,0.04,0.56,0.7818325519616035
8,0.04,0.59,0.7810217042678003
8,0.04,0.62,0.7756743209326791
8,0.04,0.65,0.7742863246131714
8,0.04,0.68,0.7758538010747466
8,0.04,0.71,0.7742641342722372
8,0.04,0.74,0.7804063518234002
8,0.04,0.77,0.7774422582324604
8,0.04,0.8,0.7727146726043974
8,0.04,0.83,0.7655509697793642
8,0.04,0.86,0.7570177990639805
8,0.04,0.89,0.7477003302187298
8,0.04,0.92,0.7452055675777862
8,0.04,0.95,0.73313929135825
8,0.04,0.98,0.7276634461518631
8,0.04,1.01,0.7209785242975383
8,0.04,1.04,0.7154529219672509
8,0.04,1.07,0.7134017147351849
8,0.05,0.35,0.7118112886353926
8,0.05,0.38,0.7258022454383996
8,0.05,0.41,0.7370231154868684
8,0.05,0.44,0.754846000739469
8,0.05,0.47,0.7586991449541206
8,0.05,0.5,0.7597672175692628
8,0.05,0.53,0.7609013065672295
8,0.05,0.56,0.7699956530989641
8,0.05,0.59,0.7681600082181074
8,0.05,0.62,0.7688422584806762
8,0.05,0.65,0.784309936522611
8,0.05,0.68,0.7831995876142495
8,0.05,0.71,0.7764084828647172
8,0.05,0.74,0.7808109252842572
8,0.05,0.77,0.7804092367969361
8,0.05,0.8,0.7838409685390959
8,0.05,0.83,0.784011861932654
8,0.05,0.86,0.781338291784972
8,0.05,0.89,0.7730536448823567
8,0.05,0.92,0.7668639018598415
8,0.05,0.95,0.7618117527261531
8,0.05,0.98,0.748647050838302
8,0.05,1.01,0.7433473738608553
8,0.05,1.04,0.7328808536229029
8,0.05,1.07,0.7328709291353973
9,0.01,0.2,0.5733178221101853
9,0.01,0.23,0.570363024008153
9,0.01,0.26,0.5662352033103922
9,0.01,0.29,0.5635328316232346
9,0.01,0.32,0.559510510349185
9,0.01,0.35,0.5568061413006277
9,0.01,0.38,0.5548114034214386
9,0.01,0.41,0.5551473403218621
9,0.01,0.44,0.5533606736341702
9,0.01,0.47,0.5492016619963898
9,0.01,0.5,0.5476918839168662
9,0.01,0.53,0.5469735803940862
9,0.01,0.56,0.5467688619644746
9,0.01,0.59,0.5411672783148731
9,0.01,0.62,0.5385259119311827
9,0.01,0.65,0.5350791410916038
9,0.01,0.68,0.5328319947272501
9,0.01,0.71,0.5293157800530033
9,0.01,0.74,0.5266944717442449
9,0.01,0.77,0.5236695566044276
9,0.01,0.8,0.5185086831463998
9,0.01,0.83,0.5160584256036388
9,0.01,0.86,0.5150851074945378
9,0.01,0.89,0.5130379989758403
9,0.01,0.92,0.5110682558692318
9,0.02,0.2,0.7639714608992234
9,0.02,0.23,0.7631867256380798
9,0.02,0.26,0.7631867256380798
9,0.02,0.29,0.7613865758269382
9,0.02,0.32,0.7637654132597288
9,0.02,0.35,0.7640575394798258
9,0.02,0.38,0.7569794865189073
9,0.02,0.41,0.7522318369924396
9,0.02,0.44,0.7528425460443325
9,0.02,0.47,0.7487342471298181
9,0.02,0.5,0.7506000800770886
9,0.02,0.53,0.7466103050062871
9,0.02,0.56,0.7412497181705943
9,0.02,0.59,0.7384564313638761
9,0.02,0.62,0.7299942302751657
9,0.02,0.65,0.7265852199718804
9,0.02,0.68,0.7214317876822343
9,0.02,0.71,0.7176158746621498
9,0.02,0.74,0.7093728590943459
9,0.02,0.77,0.7068217456726055
9,0.02,0.8,0.7027508842961725
9,0.02,0.83,0.6948465768624855
9,0.02,0.86,0.6910319000441669
9,0.02,0.89,0.68308348483608
9,0.02,0.92,0.6762175179951211
9,0.03,0.2,0.8228316511566023
9,0.03,0.23,0.8182653295452764
9,0.03,0.26,0.8165358527118887
9,0.03,0.29,0.819264784870011
9,0.03,0.32,0.8187716934621972
9,0.03,0.35,0.8145857382405891
9,0.03,0.38,0.8108113221460219
9,0.03,0.41,0.8100077561307121
9,0.03,0.44,0.8102933048296833
9,0.03,0.47,0.8072356813674151
9,0.03,0.5,0.8043142116289194
9,0.03,0.53,0.8024898801433954
9,0.03,0.56,0.8023765223763234
9,0.03,0.59,0.7994740764560353
9,0.03,0.62,0.7961200727901258
9,0.03,0.65,0.7904155506883569
9,0.03,0.68,0.7897375025072154
9,0.03,0.71,0.780957007060377
9,0.03,0.74,0.7733609078959275
9,0.03,0.77,0.7653698761494897
9,0.03,0.8,0.76019531926335
9,0.03,0.83,0.7557719023156161
9,0.03,0.86,0.747512273498628
9,0.03,0.89,0.7398201078254701
9,0.03,0.92,0.7339616057831063
9,0.04,0.35,0.8223793451608542
9,0.04,0.38,0.8229832682610991
9,0.04,0.41,0.8198307763163647
9,0.04,0.44,0.8187786809383665
9,0.04,0.47,0.8158468716242986
9,0.04,0.5,0.814957694962391
9,0.04,0.53,0.8149001376542453
9,0.04,0.56,0.8170217673680228
9,0.04,0.59,0.8159782674516759
9,0.04,0.62,0.8132208018782612
9,0.04,0.65,0.8098135310598661
9,0.04,0.68,0.8126154514049956
9,0.04,0.71,0.8148375186131155
9,0.04,0.74,0.8104272182738735
9,0.04,0.77,0.8102255418084082
9,0.04,0.8,0.8009354405303714
9,0.04,0.83,0.7914138807790659
9,0.04,0.86,0.7863091118195895
9,0.04,0.89,0.7747165582853712
9,0.04,0.92,0.7723555326080234
9,0.04,0.95,0.7631107344919721
9,0.04,0.98,0.7590463091241535
9,0.04,1.01,0.7550705846143367
9,0.04,1.04,0.7504693331471793
9,0.04,1.07,0.7451139437544791
9,0.05,0.35,0.7983156951899527
9,0.05,0.38,0.8073589380773065
9,0.05,0.41,0.8073909905007753
9,0.05,0.44,0.8136856241884648
9,0.05,0.47,0.8197043095807418
9,0.05,0.5,0.8226119481863845
9,0.05,0.53,0.8220024872765911
9,0.05,0.56,0.8247247763910609
9,0.05,0.59,0.8228319208583225
9,0.05,0.62,0.8206910929817353
9,0.05,0.65,0.8266569255218619
9,0.05,0.68,0.825371097534345
9,0.05,0.71,0.8298381871101091
9,0.05,0.74,0.8248458971817548
9,0.05,0.77,0.8233730726699162
9,0.05,0.8,0.8283090362794369
9,0.05,0.83,0.8315125409585201
9,0.05,0.86,0.8293764792670689
9,0.05,0.89,0.8176777705957159
9,0.05,0.92,0.8105479522139368
9,0.05,0.95,0.8025413824220716
9,0.05,0.98,0.7887092303689053
9,0.05,1.01,0.7815531720513297
9,0.05,1.04,0.7752975238758976
9,0.05,1.07,0.7738555930045281
10,0.01,0.2,0.5785898220883725
10,0.01,0.23,0.5744912527106388
10,0.01,0.26,0.57097220593567
10,0.01,0.29,0.5682439214434808
10,0.01,0.32,0.5652772926375321
10,0.01,0.35,0.5620937077829897
10,0.01,0.38,0.5627295734525518
10,0.01,0.41,0.5594958751648618
10,0.01,0.44,0.5578584646630008
10,0.01,0.47,0.5576456111805187
10,0.01,0.5,0.5544326632013015
10,0.01,0.53,0.5525552130063763
10,0.01,0.56,0.5504550884679184
10,0.01,0.59,0.5454306779546593
10,0.01,0.62,0.5431954600224626
10,0.01,0.65,0.5401253913362314
10,0.01,0.68,0.536200857634486
10,0.01,0.71,0.5335695430664221
10,0.01,0.74,0.5300923778605443
10,0.01,0.77,0.5271812953256755
10,0.01,0.8,0.5238346567432266
10,0.01,0.83,0.5205875555105495
10,0.01,0.86,0.5188412806153808
10,0.01,0.89,0.5174937781219229
10,0.01,0.92,0.5128920352916934
10,0.02,0.2,0.7874559969682559
10,0.02,0.23,0.789481668565743
10,0.02,0.26,0.7892702796435177
10,0.02,0.29,0.7906618929144704
10,0.02,0.32,0.7886215034245806
10,0.02,0.35,0.7842769334031316
10,0.02,0.38,0.779306601993774
10,0.02,0.41,0.7728674466475977
10,0.02,0.44,0.7717848639667659
10,0.02,0.47,0.7696372327628218
10,0.02,0.5,0.7663012981321037
10,0.02,0.53,0.7644802038545063
10,0.02,0.56,0.7603481141371429
10,0.02,0.59,0.7528487261076313
10,0.02,0.62,0.7471381576285889
10,0.02,0.65,0.7418456923026555
10,0.02,0.68,0.7389836111731928
10,0.02,0.71,0.7303242804626835
10,0.02,0.74,0.7223652018764682
10,0.02,0.77,0.7188386426814367
10,0.02,0.8,0.7140404241807434
10,0.02,0.83,0.7113436625315191
10,0.02,0.86,0.7041219529921932
10,0.02,0.89,0.6977247246112703
10,0.02,0.92,0.6930564276983305
10,0.03,0.2,0.8468294527065244
10,0.03,0.23,0.8462086318445227
10,0.03,0.26,0.8462788724316272
10,0.03,0.29,0.8418306229149474
10,0.03,0.32,0.8392558571078536
10,0.03,0.35,0.8403769438323797
10,0.03,0.38,0.8368808737698673
10,0.03,0.41,0.8400649974691943
10,0.03,0.44,0.8330082820091175
10,0.03,0.47,0.8313539598604578
10,0.03,0.5,0.8274014524983373
10,0.03,0.53,0.8278451163275359
10,0.03,0.56,0.8224472803260856
10,0.03,0.59,0.816976102591147
10,0.03,0.62,0.8125859935790347
10,0.03,0.65,0.8091150011648262
10,0.03,0.68,0.8041300824888624
10,0.03,0.71,0.7952265750091744
10,0.03,0.74,0.7850010586145405
10,0.03,0.77,0.7809136004903581
10,0.03,0.8,0.7765636311938234
10,0.03,0.83,0.7686264777772361
10,0.03,0.86,0.7630540467546097
10,0.03,0.89,0.7561674855427729
10,0.03,0.92,0.7502527642112868
10,0.04,0.35,0.8491251463773304
10,0.04,0.38,0.850482907615988
10,0.04,0.41,0.8513862238864969
10,0.04,0.44,0.8489380895133284
10,0.04,0.47,0.8468809721553754
10,0.04,0.5,0.8490643204963896
10,0.04,0.53,0.848743239963089
10,0.04,0.56,0.8485351186108084
10,0.04,0.59,0.8464952655358358
10,0.04,0.62,0.8428379415973378
10,0.04,0.65,0.8382242588287125
10,0.04,0.68,0.83886744350981
10,0.04,0.71,0.8350855597996569
10,0.04,0.74,0.8321979054818497
10,0.04,0.77,0.8303786467598525
10,0.04,0.8,0.8257608084739826
10,0.04,0.83,0.8117002126108812
10,0.04,0.86,0.8056099104247192
10,0.04,0.89,0.7945863727677537
10,0.04,0.92,0.7891339347478957
10,0.04,0.95,0.778176656061406
10,0.04,0.98,0.7711454149486607
10,0.04,1.01,0.7676032896289421
10,0.04,1.04,0.7641799468373335
10,0.04,1.07,0.7574257977894759
10,0.05,0.35,0.8491594897764332
10,0.05,0.38,0.8538414771122269
10,0.05,0.41,0.8486056970588403
10,0.05,0.44,0.852553898193628
10,0.05,0.47,0.8540837277492016
10,0.05,0.5,0.8515185065487161
10,0.05,0.53,0.8521606017132254
10,0.05,0.56,0.8518251314252614
10,0.05,0.59,0.8483615366873389
10,0.05,0.62,0.8555741762018976
10,0.05,0.65,0.8547667498385457
10,0.05,0.68,0.8590180990781878
10,0.05,0.71,0.8624349969127688
10,0.05,0.74,0.8596938072507808
10,0.05,0.77,0.8602208981739651
10,0.05,0.8,0.8564930379257399
10,0.05,0.83,0.8534254420321082
10,0.05,0.86,0.8538930517901236
10,0.05,0.89,0.8487078368389882
10,0.05,0.92,0.8336397007237537
10,0.05,0.95,0.8204499723668187
10,0.05,0.98,0.8054957604466091
10,0.05,1.01,0.7985232557205043
10,0.05,1.04,0.7919516350283591
10,0.05,1.07,0.7924117427876124
