batch,mrd,pp,average_f1
5,0.05,0.6,0.4981850338524535
5,0.05,0.62,0.498589204376599
5,0.05,0.64,0.49770637430122233
5,0.05,0.66,0.498268957771713
5,0.05,0.68,0.4968354484155783
6,0.01,0.2,0.5034677750991647
6,0.01,0.22,0.5051219170099576
6,0.01,0.24,0.506933147109614
6,0.01,0.26,0.5079195355981883
6,0.01,0.28,0.5082151059177781
6,0.01,0.3,0.5112091585778012
6,0.01,0.32,0.5096898506625638
6,0.01,0.34,0.5175979047709187
6,0.01,0.36,0.5194452139864062
6,0.01,0.38,0.5210324156887393
6,0.01,0.4,0.5225181723820135
6,0.01,0.42,0.5232958125992219
6,0.01,0.44,0.5240152486260361
6,0.01,0.46,0.5267546022412798
6,0.01,0.48,0.5261918133783289
6,0.01,0.5,0.5261285954795353
6,0.01,0.52,0.527156488368313
6,0.01,0.54,0.5278727726451308
6,0.01,0.56,0.5290559636001002
6,0.01,0.58,0.531859618103626
6,0.01,0.6,0.5337568640664951
6,0.01,0.62,0.5391333337571079
6,0.01,0.64,0.5395528642116371
6,0.01,0.66,0.545762846052177
6,0.01,0.68,0.5491872415349592
6,0.02,0.2,0.652509057433078
6,0.02,0.22,0.6540317657522102
6,0.02,0.24,0.6528154851530653
6,0.02,0.26,0.6520021841564819
6,0.02,0.28,0.6531880607465801
6,0.02,0.3,0.6542933169615212
6,0.02,0.32,0.6546855883250758
6,0.02,0.34,0.6542407235707559
6,0.02,0.36,0.6568835489407563
6,0.02,0.38,0.659794512206598
6,0.02,0.4,0.6585097523799558
6,0.02,0.42,0.6615300383052861
6,0.02,0.44,0.6617382372124677
6,0.02,0.46,0.6635565180138254
6,0.02,0.48,0.6655753003301326
6,0.02,0.5,0.6655285080918805
6,0.02,0.52,0.6655355771683695
6,0.02,0.54,0.660181748325592
6,0.02,0.56,0.6620484908224716
6,0.02,0.58,0.6631689390017433
6,0.02,0.6,0.6623427270937273
6,0.02,0.62,0.6651021199382942
6,0.02,0.64,0.6654056527226454
6,0.02,0.66,0.6719343050479362
6,0.02,0.68,0.6734490639305043
6,0.03,0.2,0.7071106769763266
6,0.03,0.22,0.7066925239798231
6,0.03,0.24,0.7076280990015197
6,0.03,0.26,0.7041824393352287
6,0.03,0.28,0.7054058040718151
6,0.03,0.3,0.7078695801698857
6,0.03,0.32,0.7098650889685418
6,0.03,0.34,0.7041176748048764
6,0.03,0.36,0.7006645309661906
6,0.03,0.38,0.700355689529545
6,0.03,0.4,0.6974694594789514
6,0.03,0.42,0.6986344801772729
6,0.03,0.44,0.7027044988262762
6,0.03,0.46,0.6981437885313946
6,0.03,0.48,0.697389899615411
6,0.03,0.5,0.7008042747794674
6,0.03,0.52,0.7029137384427117
6,0.03,0.54,0.6995675350114582
6,0.03,0.56,0.6938891308020266
6,0.03,0.58,0.6927847441262279
6,0.03,0.6,0.6977847485968912
6,0.03,0.62,0.6873374850035793
6,0.03,0.64,0.6856240296683936
6,0.03,0.66,0.684005647546985
6,0.03,0.68,0.677017984061511
6,0.04,0.1,0.7129556752670735
6,0.04,0.12,0.7120771701472878
6,0.04,0.14,0.7060427509133858
6,0.04,0.16,0.7051823507116142
6,0.04,0.18,0.7103383919805089
6,0.04,0.2,0.7140853534621623
6,0.04,0.22,0.7134340543312669
6,0.04,0.24,0.7141268830218918
6,0.04,0.26,0.7098680492400964
6,0.04,0.28,0.7060569563372494
6,0.04,0.3,0.7046875383862259
6,0.04,0.32,0.6997895913012661
6,0.04,0.34,0.6981528342686196
6,0.04,0.36,0.6978912785691902
6,0.04,0.38,0.6938972221562825
6,0.04,0.4,0.679720837233625
6,0.04,0.42,0.6786638869160685
6,0.04,0.44,0.6835263400684254
6,0.04,0.46,0.6837197118951236
6,0.04,0.48,0.6721144561289817
6,0.04,0.5,0.667380532626601
6,0.04,0.52,0.6733664910843732
6,0.04,0.54,0.6702604225755721
6,0.04,0.56,0.6590178343134683
6,0.04,0.58,0.6542855144784089
6,0.04,0.6,0.6526971601790689
6,0.04,0.62,0.6537618465922923
6,0.04,0.64,0.6513533787759341
6,0.04,0.66,0.6523899533077913
6,0.04,0.68,0.6499488924586168
6,0.05,0.1,0.6985252332635874
6,0.05,0.12,0.7000134665020761
6,0.05,0.14,0.7009124567299769
6,0.05,0.16,0.6968608181568106
6,0.05,0.18,0.6870795150698777
6,0.05,0.2,0.6804339823135841
6,0.05,0.22,0.6778935863606075
6,0.05,0.24,0.6750533100603906
6,0.05,0.26,0.6722628846920796
6,0.05,0.28,0.6623452535850373
6,0.05,0.3,0.6613962279170458
6,0.05,0.32,0.6559234462386493
6,0.05,0.34,0.6533662691303999
6,0.05,0.36,0.6510202165872385
6,0.05,0.38,0.6382366557422713
6,0.05,0.4,0.626159163821172
6,0.05,0.42,0.6215972559097106
6,0.05,0.44,0.6185512401292901
6,0.05,0.46,0.615552499795729
6,0.05,0.48,0.6112864693001105
6,0.05,0.5,0.6108707221426408
6,0.05,0.52,0.6049080253003986
6,0.05,0.54,0.599017349020864
6,0.05,0.56,0.599017349020864
6,0.05,0.58,0.5892733679005699
6,0.05,0.6,0.5898411819458657
6,0.05,0.62,0.5898766580286611
6,0.05,0.64,0.5872076610490639
6,0.05,0.66,0.5812131415393564
6,0.05,0.68,0.5810484148572954
7,0.01,0.2,0.5137497542972206
7,0.01,0.22,0.5143566127272272
7,0.01,0.24,0.5181342285169289
7,0.01,0.26,0.519986148566442
7,0.01,0.28,0.5192162515124508
7,0.01,0.3,0.5208658554351275
7,0.01,0.32,0.5213813230139761
7,0.01,0.34,0.5285658490954921
7,0.01,0.36,0.5312099732117364
7,0.01,0.38,0.532612641121119
7,0.01,0.4,0.5331798028080205
7,0.01,0.42,0.5364027107667134
7,0.01,0.44,0.5352452269656136
7,0.01,0.46,0.5362442014822895
7,0.01,0.48,0.5387399983692471
7,0.01,0.5,0.5407633098001405
7,0.01,0.52,0.5434823355595158
7,0.01,0.54,0.5474193444518368
7,0.01,0.56,0.5477721440784605
7,0.01,0.58,0.5506054612832474
7,0.01,0.6,0.5519997890657179
7,0.01,0.62,0.557024015198463
7,0.01,0.64,0.5580256110333633
7,0.01,0.66,0.560794873711549
7,0.01,0.68,0.5679341607312185
7,0.02,0.2,0.6934585873632209
7,0.02,0.22,0.6987467876009844
7,0.02,0.24,0.6964590357736986
7,0.02,0.26,0.6934481800063252
7,0.02,0.28,0.6910857058735819
7,0.02,0.3,0.6935030126890757
7,0.02,0.32,0.6982735797778065
7,0.02,0.34,0.7060143648534648
7,0.02,0.36,0.7101057711082965
7,0.02,0.38,0.7071380480598922
7,0.02,0.4,0.7056153677616894
7,0.02,0.42,0.7050943913569634
7,0.02,0.44,0.7077648862558469
7,0.02,0.46,0.7101003244580151
7,0.02,0.48,0.7125678195477507
7,0.02,0.5,0.7176968256744848
7,0.02,0.52,0.7211854644269567
7,0.02,0.54,0.7212497139250053
7,0.02,0.56,0.7197172308375241
7,0.02,0.58,0.7182411334800574
7,0.02,0.6,0.7175552418440507
7,0.02,0.62,0.7193059480536182
7,0.02,0.64,0.7211572978125103
7,0.02,0.66,0.725821056720023
7,0.02,0.68,0.727842620062341
7,0.03,0.2,0.7418522416679264
7,0.03,0.22,0.7458821106146046
7,0.03,0.24,0.7442159692159692
7,0.03,0.26,0.7381343539389517
7,0.03,0.28,0.7414705853745921
7,0.03,0.3,0.7463943034597784
7,0.03,0.32,0.7474242865078995
7,0.03,0.34,0.7517391410895763
7,0.03,0.36,0.7514816394290634
7,0.03,0.38,0.748714522029959
7,0.03,0.4,0.7429890018230615
7,0.03,0.42,0.7448369003948964
7,0.03,0.44,0.7486441704625424
7,0.03,0.46,0.7461828110636617
7,0.03,0.48,0.7475451967135321
7,0.03,0.5,0.7459928106994598
7,0.03,0.52,0.7432729088035046
7,0.03,0.54,0.7394162207602658
7,0.03,0.56,0.7355823765454402
7,0.03,0.58,0.7309725161462114
7,0.03,0.6,0.7327778541517033
7,0.03,0.62,0.728910346141463
7,0.03,0.64,0.7284840836348027
7,0.03,0.66,0.7290118316574382
7,0.03,0.68,0.7228742568610204
7,0.04,0.1,0.7487195096094392
7,0.04,0.12,0.7490912333822487
7,0.04,0.14,0.7520403996616618
7,0.04,0.16,0.7500373312403
7,0.04,0.18,0.7520577845358437
7,0.04,0.2,0.7533144909913971
7,0.04,0.22,0.754644386779616
7,0.04,0.24,0.7503998191409978
7,0.04,0.26,0.7494228823019881
7,0.04,0.28,0.74914518331041
7,0.04,0.3,0.7534406690109041
7,0.04,0.32,0.7590107209788116
7,0.04,0.34,0.7606629158838193
7,0.04,0.36,0.7556150163408748
7,0.04,0.38,0.7564368592010925
7,0.04,0.4,0.7460384788697125
7,0.04,0.42,0.744300366071676
7,0.04,0.44,0.7463533293152257
7,0.04,0.46,0.7445392703583097
7,0.04,0.48,0.7433057669454729
7,0.04,0.5,0.7376972235183324
7,0.04,0.52,0.7355658186307504
7,0.04,0.54,0.7306759588121018
7,0.04,0.56,0.7274919653217753
7,0.04,0.58,0.7261544207525573
7,0.04,0.6,0.7209877566517224
7,0.04,0.62,0.7170177813996669
7,0.04,0.64,0.7144387993824948
7,0.04,0.66,0.7103145888133505
7,0.04,0.68,0.7079339395141945
7,0.05,0.1,0.7465416976642153
7,0.05,0.12,0.7536281850090969
7,0.05,0.14,0.7492194821009369
7,0.05,0.16,0.7452778617984733
7,0.05,0.18,0.7489314280258274
7,0.05,0.2,0.7526535134006324
7,0.05,0.22,0.7503437694269512
7,0.05,0.24,0.7498218601065526
7,0.05,0.26,0.7487389628767342
7,0.05,0.28,0.7330841783460512
7,0.05,0.3,0.7239696480231649
7,0.05,0.32,0.7178318937346371
7,0.05,0.34,0.714294651973491
7,0.05,0.36,0.711968363327072
7,0.05,0.38,0.6945988902960085
7,0.05,0.4,0.6892020734681835
7,0.05,0.42,0.6881009602022891
7,0.05,0.44,0.6879110246493098
7,0.05,0.46,0.6781939420599782
7,0.05,0.48,0.6688879206545298
7,0.05,0.5,0.6678454541563765
7,0.05,0.52,0.6710056667790043
7,0.05,0.54,0.6664340878925911
7,0.05,0.56,0.6613878505313956
7,0.05,0.58,0.6610488857730263
7,0.05,0.6,0.6613510659556102
7,0.05,0.62,0.6621370136736893
7,0.05,0.64,0.6600216691970281
7,0.05,0.66,0.6556811591879652
7,0.05,0.68,0.6505097699755215
8,0.01,0.2,0.5232535641093483
8,0.01,0.22,0.525487995017557
8,0.01,0.24,0.5289190236642134
8,0.01,0.26,0.5305635347078396
8,0.01,0.28,0.530107597127992
8,0.01,0.3,0.5328874537568977
8,0.01,0.32,0.532235588574758
8,0.01,0.34,0.5423499851448429
8,0.01,0.36,0.5440093008092289
8,0.01,0.38,0.545970418857678
8,0.01,0.4,0.5472781656459873
8,0.01,0.42,0.5490042407155211
8,0.01,0.44,0.549604398983903
8,0.01,0.46,0.5512119769977325
8,0.01,0.48,0.5526718433918891
8,0.01,0.5,0.5533332609577106
8,0.01,0.52,0.5552072437015428
8,0.01,0.54,0.5566853125116651
8,0.01,0.56,0.5577198672960353
8,0.01,0.58,0.5611856667057553
8,0.01,0.6,0.5641399285362445
8,0.01,0.62,0.5684167200237038
8,0.01,0.64,0.569350445982553
8,0.01,0.66,0.5720062491746446
8,0.01,0.68,0.5775525827462269
8,0.02,0.2,0.7159288267368028
8,0.02,0.22,0.7187995349941583
8,0.02,0.24,0.72076759598455
8,0.02,0.26,0.7226679175378514
8,0.02,0.28,0.7238588215719134
8,0.02,0.3,0.7247353278749451
8,0.02,0.32,0.7252980538231414
8,0.02,0.34,0.7287185460566077
8,0.02,0.36,0.7339664935425095
8,0.02,0.38,0.733451979159027
8,0.02,0.4,0.7346472902134058
8,0.02,0.42,0.736741177077507
8,0.02,0.44,0.7379219214267083
8,0.02,0.46,0.7420477741337076
8,0.02,0.48,0.7451470084825106
8,0.02,0.5,0.7452110166338773
8,0.02,0.52,0.7472726046464256
8,0.02,0.54,0.747658942504959
8,0.02,0.56,0.7464342898969546
8,0.02,0.58,0.7454110526079157
8,0.02,0.6,0.7459936278681499
8,0.02,0.62,0.746568929214847
8,0.02,0.64,0.7475459476271905
8,0.02,0.66,0.7551901912766991
8,0.02,0.68,0.7559636714004558
8,0.03,0.2,0.7659577363528197
8,0.03,0.22,0.7640253714355488
8,0.03,0.24,0.7676292127841464
8,0.03,0.26,0.7703377206159623
8,0.03,0.28,0.7717441288668541
8,0.03,0.3,0.7713833258504631
8,0.03,0.32,0.7753511315603406
8,0.03,0.34,0.7810905786429487
8,0.03,0.36,0.781091687721223
8,0.03,0.38,0.7793008210167388
8,0.03,0.4,0.7812931887512605
8,0.03,0.42,0.7873163364822165
8,0.03,0.44,0.786065074995934
8,0.03,0.46,0.7876566782135536
8,0.03,0.48,0.7883128322280204
8,0.03,0.5,0.7896458852266149
8,0.03,0.52,0.7888330548573965
8,0.03,0.54,0.7879786666546151
8,0.03,0.56,0.7829357444721435
8,0.03,0.58,0.7795426140134245
8,0.03,0.6,0.7789104043075038
8,0.03,0.62,0.7780052361949654
8,0.03,0.64,0.7727187753553985
8,0.03,0.66,0.7678650660453983
8,0.03,0.68,0.7670662771124901
8,0.04,0.1,0.7866786821261421
8,0.04,0.12,0.782463347665742
8,0.04,0.14,0.7845850722895159
8,0.04,0.16,0.7846026633630572
8,0.04,0.18,0.7865930545753311
8,0.04,0.2,0.7886295384768626
8,0.04,0.22,0.7860939191825486
8,0.04,0.24,0.7860939191825486
8,0.04,0.26,0.7891167793676661
8,0.04,0.28,0.7857980020522282
8,0.04,0.3,0.7815190214464368
8,0.04,0.32,0.7846762007533704
8,0.04,0.34,0.7911147524672583
8,0.04,0.36,0.7877173496292207
8,0.04,0.38,0.7878187488877412
8,0.04,0.4,0.78689962787245
8,0.04,0.42,0.782100280769597
8,0.04,0.44,0.7875713583491121
8,0.04,0.46,0.7904569846836703
8,0.04,0.48,0.7899879070191252
8,0.04,0.5,0.7892497905256012
8,0.04,0.52,0.7809136659716456
8,0.04,0.54,0.7750854204473511
8,0.04,0.56,0.7702829546334653
8,0.04,0.58,0.7674085561482267
8,0.04,0.6,0.7666053763970513
8,0.04,0.62,0.7684267011553257
8,0.04,0.64,0.7732612519994913
8,0.04,0.66,0.7699550787314583
8,0.04,0.68,0.7607026345844006
8,0.05,0.1,0.8007816030808235
8,0.05,0.12,0.797312652346584
8,0.05,0.14,0.795243175624133
8,0.05,0.16,0.7901423311807008
8,0.05,0.18,0.792107385054198
8,0.05,0.2,0.7874832227817322
8,0.05,0.22,0.7891712534036627
8,0.05,0.24,0.7892523059170455
8,0.05,0.26,0.784309936522611
8,0.05,0.28,0.7784005251743651
8,0.05,0.3,0.7746435600447532
8,0.05,0.32,0.7734798911341683
8,0.05,0.34,0.7706076733490715
8,0.05,0.36,0.7693629520950058
8,0.05,0.38,0.7646768180397333
8,0.05,0.4,0.7593793978497778
8,0.05,0.42,0.7563667632666814
8,0.05,0.44,0.7529146789464763
8,0.05,0.46,0.7518416599491997
8,0.05,0.48,0.7506097543348265
8,0.05,0.5,0.7481096576213532
8,0.05,0.52,0.7323624030321181
8,0.05,0.54,0.7257099233794883
8,0.05,0.56,0.7240548698772622
8,0.05,0.58,0.7181129295284752
8,0.05,0.6,0.7111570847075724
8,0.05,0.62,0.7080642148510552
8,0.05,0.64,0.7070413791999901
8,0.05,0.66,0.7038830594956823
8,0.05,0.68,0.702407788104615
9,0.01,0.2,0.5290629171518343
9,0.01,0.22,0.533409071571608
9,0.01,0.24,0.5332720285548366
9,0.01,0.26,0.5346549859045892
9,0.01,0.28,0.5370941503553892
9,0.01,0.3,0.5398845686664362
9,0.01,0.32,0.541730199381521
9,0.01,0.34,0.5509254009522289
9,0.01,0.36,0.5506895191455283
9,0.01,0.38,0.5528325675861466
9,0.01,0.4,0.5544236015462124
9,0.01,0.42,0.5562701439465789
9,0.01,0.44,0.5575643251949737
9,0.01,0.46,0.5604578675925048
9,0.01,0.48,0.5629991698826763
9,0.01,0.5,0.5643988581600169
9,0.01,0.52,0.5689986122291603
9,0.01,0.54,0.5719250081262627
9,0.01,0.56,0.5750166352107505
9,0.01,0.58,0.5763720181812276
9,0.01,0.6,0.578439801512845
9,0.01,0.62,0.5813229561895525
9,0.01,0.64,0.5847241003285761
9,0.01,0.66,0.5862302824471372
9,0.01,0.68,0.5934454827486073
9,0.02,0.2,0.7518791988047051
9,0.02,0.22,0.7511537475211438
9,0.02,0.24,0.7482055924732732
9,0.02,0.26,0.7491182735290065
9,0.02,0.28,0.7531980708985146
9,0.02,0.3,0.755528401048889
9,0.02,0.32,0.7554031794674974
9,0.02,0.34,0.7569172887696085
9,0.02,0.36,0.7594797862418565
9,0.02,0.38,0.760681485235467
9,0.02,0.4,0.7640575394798258
9,0.02,0.42,0.7664314585762642
9,0.02,0.44,0.7652224997135251
9,0.02,0.46,0.7626221331634774
9,0.02,0.48,0.7661347524889051
9,0.02,0.5,0.76858370410376
9,0.02,0.52,0.7697964016899428
9,0.02,0.54,0.7710249867694595
9,0.02,0.56,0.7722441093819937
9,0.02,0.58,0.7741601804494239
9,0.02,0.6,0.7760617646376033
9,0.02,0.62,0.7773864962770799
9,0.02,0.64,0.7797122478241129
9,0.02,0.66,0.7842372505439504
9,0.02,0.68,0.7873037559455193
9,0.03,0.2,0.7954306167324524
9,0.03,0.22,0.799430301257397
9,0.03,0.24,0.7974603610852097
9,0.03,0.26,0.8014442420523348
9,0.03,0.28,0.80471505829048
9,0.03,0.3,0.8052881128570153
9,0.03,0.32,0.8067618904263745
9,0.03,0.34,0.8110196482599292
9,0.03,0.36,0.8097541366956806
9,0.03,0.38,0.8144862763133166
9,0.03,0.4,0.8124957456170337
9,0.03,0.42,0.813993239681338
9,0.03,0.44,0.8204621622068992
9,0.03,0.46,0.8213800004460229
9,0.03,0.48,0.8224888318090124
9,0.03,0.5,0.8255167962392146
9,0.03,0.52,0.8272320661864834
9,0.03,0.54,0.8272320661864834
9,0.03,0.56,0.8282099984684488
9,0.03,0.58,0.8292967456353354
9,0.03,0.6,0.830077386504678
9,0.03,0.62,0.8261562530602031
9,0.03,0.64,0.82605058869551
9,0.03,0.66,0.8240133778615711
9,0.03,0.68,0.823443593030097
9,0.04,0.1,0.8120482320614475
9,0.04,0.12,0.8137521044480609
9,0.04,0.14,0.8142175150294124
9,0.04,0.16,0.8176994669256002
9,0.04,0.18,0.8154289067770195
9,0.04,0.2,0.8159468042408644
9,0.04,0.22,0.8155384783182541
9,0.04,0.24,0.8162016258581021
9,0.04,0.26,0.814248793060964
9,0.04,0.28,0.8190084806125514
9,0.04,0.3,0.8194053577337386
9,0.04,0.32,0.8194925368143725
9,0.04,0.34,0.8218067541909476
9,0.04,0.36,0.81941440969334
9,0.04,0.38,0.8208592546547141
9,0.04,0.4,0.8186752236843244
9,0.04,0.42,0.8204249730759299
9,0.04,0.44,0.8219324316968916
9,0.04,0.46,0.8285488607579258
9,0.04,0.48,0.8251039017825642
9,0.04,0.5,0.830270560012151
9,0.04,0.52,0.8311170268271754
9,0.04,0.54,0.8276713302831403
9,0.04,0.56,0.8255587454548544
9,0.04,0.58,0.8245399039018607
9,0.04,0.6,0.8208826996429034
9,0.04,0.62,0.8176485827246827
9,0.04,0.64,0.8164786014632931
9,0.04,0.66,0.809887843867073
9,0.04,0.68,0.8097500385710502
9,0.05,0.1,0.8401716944960703
9,0.05,0.12,0.8357637516032744
9,0.05,0.14,0.8359533089899676
9,0.05,0.16,0.8332099320511963
9,0.05,0.18,0.8348445707194755
9,0.05,0.2,0.8350380420408493
9,0.05,0.22,0.8255713414678685
9,0.05,0.24,0.8285098374937785
9,0.05,0.26,0.8266569255218619
9,0.05,0.28,0.8242864530372696
9,0.05,0.3,0.8237189351233495
9,0.05,0.32,0.8191297923280774
9,0.05,0.34,0.8185230939851637
9,0.05,0.36,0.8204153453402939
9,0.05,0.38,0.825637252338053
9,0.05,0.4,0.8223133493367902
9,0.05,0.42,0.8213123602243739
9,0.05,0.44,0.8217320454095924
9,0.05,0.46,0.8180925473396334
9,0.05,0.48,0.8150777617997091
9,0.05,0.5,0.8145481378498672
9,0.05,0.52,0.8134148047624075
9,0.05,0.54,0.8055623896192902
9,0.05,0.56,0.8039800987073384
9,0.05,0.58,0.8008343131046499
9,0.05,0.6,0.7959099804727614
9,0.05,0.62,0.7896632018688374
9,0.05,0.64,0.7889053045703
9,0.05,0.66,0.7810710217662782
9,0.05,0.68,0.7759934362911405
10,0.01,0.2,0.5350166318924179
10,0.01,0.22,0.5373425333610105
10,0.01,0.24,0.539787379751511
10,0.01,0.26,0.5416775237348659
10,0.01,0.28,0.5431904673292125
10,0.01,0.3,0.5442226488125218
10,0.01,0.32,0.5466056678264534
10,0.01,0.34,0.5590289160779316
10,0.01,0.36,0.5598683775027499
10,0.01,0.38,0.5613652583353604
10,0.01,0.4,0.5601456272495506
10,0.01,0.42,0.5617726589158226
10,0.01,0.44,0.5641789107986303
10,0.01,0.46,0.5657910882433219
10,0.01,0.48,0.5689500594930574
10,0.01,0.5,0.5715080828822872
10,0.01,0.52,0.5750536985396997
10,0.01,0.54,0.5771578057900602
10,0.01,0.56,0.5800424974753466
10,0.01,0.58,0.5823914251604911
10,0.01,0.6,0.585748482425817
10,0.01,0.62,0.5896183402127059
10,0.01,0.64,0.5915776873788843
10,0.01,0.66,0.5936396572839054
10,0.01,0.68,0.6005401329875247
10,0.02,0.2,0.7568423261967816
10,0.02,0.22,0.7599569512381279
10,0.02,0.24,0.7605688355613965
10,0.02,0.26,0.7640296845235391
10,0.02,0.28,0.7650885035450189
10,0.02,0.3,0.7674113839166798
10,0.02,0.32,0.7704134770089665
10,0.02,0.34,0.7737878907703978
10,0.02,0.36,0.777943643815739
10,0.02,0.38,0.7839146161491576
10,0.02,0.4,0.7833617158309542
10,0.02,0.42,0.7875182502421195
10,0.02,0.44,0.7919216821441843
10,0.02,0.46,0.7939901786109557
10,0.02,0.48,0.7885132305885794
10,0.02,0.5,0.7860781656535144
10,0.02,0.52,0.7910573033044691
10,0.02,0.54,0.791926299438272
10,0.02,0.56,0.7928905480660722
10,0.02,0.58,0.789563036848106
10,0.02,0.6,0.7968778928847656
10,0.02,0.62,0.7954291785452927
10,0.02,0.64,0.7967399761203188
10,0.02,0.66,0.7997534418374505
10,0.02,0.68,0.7992538466880307
10,0.03,0.2,0.8195778366775981
10,0.03,0.22,0.8215143994058184
10,0.03,0.24,0.8245832359389328
10,0.03,0.26,0.8279209360148502
10,0.03,0.28,0.8303275952005712
10,0.03,0.3,0.8308733504443876
10,0.03,0.32,0.8353412728675228
10,0.03,0.34,0.8393942252341441
10,0.03,0.36,0.8365498603669035
10,0.03,0.38,0.8383270336291601
10,0.03,0.4,0.8423175319798644
10,0.03,0.42,0.8384667316174362
10,0.03,0.44,0.8412196103633446
10,0.03,0.46,0.8425325918774643
10,0.03,0.48,0.8437330720695411
10,0.03,0.5,0.8479013792935893
10,0.03,0.52,0.8513074568374107
10,0.03,0.54,0.8519213328986582
10,0.03,0.56,0.8522523835640852
10,0.03,0.58,0.8537894540884974
10,0.03,0.6,0.8533113646700234
10,0.03,0.62,0.8548878472591641
10,0.03,0.64,0.8558580061436759
10,0.03,0.66,0.8557074086108643
10,0.03,0.68,0.8544678016569716
10,0.04,0.1,0.8293788308914758
10,0.04,0.12,0.832495429976758
10,0.04,0.14,0.832413093806707
10,0.04,0.16,0.8333649911381098
10,0.04,0.18,0.8374022968780922
10,0.04,0.2,0.8378573109728811
10,0.04,0.22,0.838918715504498
10,0.04,0.24,0.838918715504498
10,0.04,0.26,0.8446366080729852
10,0.04,0.28,0.8468911824277159
10,0.04,0.3,0.8470430295122858
10,0.04,0.32,0.8531506160109419
10,0.04,0.34,0.8535754351036939
10,0.04,0.36,0.8505253505502195
10,0.04,0.38,0.856865394648964
10,0.04,0.4,0.8503884462146214
10,0.04,0.42,0.8490867200514284
10,0.04,0.44,0.8544457659665837
10,0.04,0.46,0.8521998915402582
10,0.04,0.48,0.853736274478471
10,0.04,0.5,0.856365625137555
10,0.04,0.52,0.8553470792659932
10,0.04,0.54,0.8521897057752864
10,0.04,0.56,0.8488439304930756
10,0.04,0.58,0.8500776222842933
10,0.04,0.6,0.8490324028549052
10,0.04,0.62,0.8507312445537468
10,0.04,0.64,0.851596999508338
10,0.04,0.66,0.8503483558662197
10,0.04,0.68,0.8473727042263276
10,0.05,0.1,0.8586320756936973
10,0.05,0.12,0.8615222615143888
10,0.05,0.14,0.8599244232837117
10,0.05,0.16,0.8622928258667466
10,0.05,0.18,0.8612513267246992
10,0.05,0.2,0.8638038780132028
10,0.05,0.22,0.8594814361297348
10,0.05,0.24,0.8570099559242074
10,0.05,0.26,0.8547667498385457
10,0.05,0.28,0.8520040037513008
10,0.05,0.3,0.8542011365540778
10,0.05,0.32,0.8493198417301571
10,0.05,0.34,0.8455565350602381
10,0.05,0.36,0.8476404224345009
10,0.05,0.38,0.8482393204864541
10,0.05,0.4,0.8445026338680834
10,0.05,0.42,0.8466578553451659
10,0.05,0.44,0.8473684512974388
10,0.05,0.46,0.8442312097938556
10,0.05,0.48,0.8455571367609925
10,0.05,0.5,0.8450082789140323
10,0.05,0.52,0.8437051148221876
10,0.05,0.54,0.84329023489706
10,0.05,0.56,0.840382025062316
10,0.05,0.58,0.8409678817243271
10,0.05,0.6,0.8349593586953165
10,0.05,0.62,0.8315883992360013
10,0.05,0.64,0.8275536545605429
10,0.05,0.66,0.8239332255421331
10,0.05,0.68,0.8242826792215692
