group,tool,mrd,depth,batch,precision,recall,f1score
group 2,Confindr,0.04,120,9,0.7173008252974148,0.876736111111111,0.7767562182709923
group 2,Confindr,0.04,120,10,0.7221365454386176,0.8895833333333334,0.785896320405751
group 2,Confindr,0.04,170,1,0.20092592592592592,0.047395833333333304,0.06302325995345337
group 2,Confindr,0.04,170,2,0.2651856742169456,0.08559027777777772,0.11972378121720556
group 2,Confindr,0.04,170,3,0.3987233692559397,0.1550347222222222,0.2139072577873543
group 2,Confindr,0.04,170,4,0.5763285024154589,0.3416666666666666,0.40130412467338555
group 2,Confindr,0.04,170,5,0.7002268990408558,0.5680555555555555,0.6007054076901299
group 2,Confindr,0.04,170,6,0.740457353265235,0.7722222222222221,0.7378333089852717
group 2,Confindr,0.04,170,7,0.755402149285176,0.8460069444444445,0.7829322663527595
group 2,Confindr,0.04,170,8,0.7635386588511589,0.8717013888888889,0.8010194707797268
group 2,Confindr,0.04,170,9,0.7626460537975209,0.8888888888888888,0.809470072098013
group 2,Confindr,0.04,170,10,0.7445992838170316,0.892361111111111,0.8021379800210274
group 2,Confindr,0.04,220,1,0.1871184371184371,0.013541666666666667,0.024135362845040236
group 2,Confindr,0.04,220,2,0.22922312556458893,0.055208333333333304,0.07618903112465343
group 2,Confindr,0.04,220,3,0.3890876157226176,0.16493055555555555,0.2253618781895359
group 2,Confindr,0.04,220,4,0.5602673396999638,0.3824652777777778,0.4261495911675717
group 2,Confindr,0.04,220,5,0.6852524125093167,0.6039930555555556,0.6155111817615213
group 2,Confindr,0.04,220,6,0.7353808719697467,0.7998263888888889,0.7470340525487584
group 2,Confindr,0.04,220,7,0.7605358317035659,0.8682291666666666,0.7994877466568543
group 2,Confindr,0.04,220,8,0.7576244286060358,0.892361111111111,0.8093393392744445
group 2,Confindr,0.04,220,9,0.762816020802498,0.8982638888888889,0.8156038735126102
group 2,Confindr,0.04,220,10,0.7723350845061372,0.9041666666666667,0.8222562189328241
group 2,Confindr,0.05,120,1,0.17979797979797982,0.0067708333333333336,0.012456441559376634
group 2,Confindr,0.05,120,2,0.24669577604360213,0.06423611111111104,0.0939511187419757
group 2,Confindr,0.05,120,3,0.3681964573268921,0.1734375,0.21566724729494066
group 2,Confindr,0.05,120,4,0.5124626642771803,0.23072916666666665,0.29790794070847776
group 2,Confindr,0.05,120,5,0.6135562351435085,0.3602430555555556,0.44092853709440377
group 2,Confindr,0.05,120,6,0.655619592775556,0.45868055555555554,0.5187520243507541
group 2,Confindr,0.05,120,7,0.7335198636855895,0.6375000000000001,0.6674225978653091
group 2,Confindr,0.05,120,8,0.7735659135798558,0.7840277777777778,0.7686412764093546
group 2,Confindr,0.05,120,9,0.7907236087003561,0.8491319444444444,0.809400329773354
group 2,Confindr,0.05,120,10,0.7957908749097075,0.8717013888888889,0.8242856765035477
group 2,Confindr,0.05,170,1,0.18015873015873016,0.010937500000000001,0.0202235202235202
group 2,Confindr,0.05,170,2,0.22971332031043767,0.0425347222222222,0.05991784353256766
group 2,Confindr,0.05,170,3,0.3622758820127241,0.09652777777777777,0.14432767378485933
group 2,Confindr,0.05,170,4,0.5014790980144335,0.2197916666666667,0.2814824022226436
group 2,Confindr,0.05,170,5,0.6207784521544826,0.36388888888888893,0.4330776442640849
group 2,Confindr,0.05,170,6,0.7273846806778663,0.5546875,0.6044006776939895
group 2,Confindr,0.05,170,7,0.7679272201375861,0.7206597222222223,0.7277787913803239
group 2,Confindr,0.05,170,8,0.7921337500562204,0.8288194444444444,0.7983225732385643
group 2,Confindr,0.05,170,9,0.8117612708405547,0.8708333333333332,0.8317428764945901
group 2,Confindr,0.05,170,10,0.8051263588074589,0.8881944444444444,0.8374026369561259
group 2,Confindr,0.05,220,1,0.18138651471984804,0.010937500000000001,0.020281088774239436
group 2,Confindr,0.05,220,2,0.22364321502252535,0.0366319444444444,0.04982163805693213
group 2,Confindr,0.05,220,3,0.25378050861921825,0.09010416666666664,0.12844956539012056
group 2,Confindr,0.05,220,4,0.45317113442113444,0.1815972222222222,0.2469826951990529
group 2,Confindr,0.05,220,5,0.5982582844221095,0.32430555555555546,0.39257123144932976
group 2,Confindr,0.05,220,6,0.7275689905591866,0.5614583333333333,0.6144404200562433
group 2,Confindr,0.05,220,7,0.7703103997580723,0.7487847222222223,0.7462682540636288
group 2,Confindr,0.05,220,8,0.802195634423288,0.8560763888888889,0.8187909641921133
group 2,Confindr,0.05,220,9,0.8107134534358531,0.8923611111111112,0.8407928779892151
group 2,Confindr,0.05,220,10,0.8169487228268154,0.8982638888888889,0.8480056800046675
group 2,NanoMGT,0.01,120,1,0.11055604403207138,0.15590277777777772,0.12310401267583097
group 2,NanoMGT,0.01,120,2,0.216693392049908,0.3251736111111111,0.24961453455673346
group 2,NanoMGT,0.01,120,3,0.28109766592532975,0.45850694444444445,0.3360117563381171
group 2,NanoMGT,0.01,120,4,0.32474047687344604,0.5409722222222222,0.39454232193708383
group 2,NanoMGT,0.01,120,5,0.3681850678485063,0.6585069444444445,0.45889335718586666
group 2,NanoMGT,0.01,120,6,0.38526947274376194,0.7142361111111111,0.48613906097075504
group 2,NanoMGT,0.01,120,7,0.3862246739365383,0.7630208333333334,0.4984780071020644
group 2,NanoMGT,0.01,120,8,0.4041635492813847,0.7954861111111112,0.5213337047425393
group 2,NanoMGT,0.01,120,9,0.4058900032228265,0.8315972222222223,0.5304956750175117
group 2,NanoMGT,0.01,120,10,0.4017211265303386,0.8331597222222221,0.5248172911559107
group 2,NanoMGT,0.01,170,1,0.14535263040874372,0.21319444444444444,0.16226431330249916
group 2,NanoMGT,0.01,170,2,0.23894605791321655,0.3602430555555555,0.2716856696623398
group 2,NanoMGT,0.01,170,3,0.3007611758591922,0.49600694444444443,0.3590747956549698
group 2,NanoMGT,0.01,170,4,0.35739767819904417,0.61875,0.43705422554791756
group 2,NanoMGT,0.01,170,5,0.39571704583506184,0.7586805555555557,0.4986349653849654
group 2,NanoMGT,0.01,170,6,0.39931551961171197,0.7788194444444446,0.5073339082485128
group 2,NanoMGT,0.01,170,7,0.41670029860400465,0.7774305555555556,0.5274539230949463
group 2,NanoMGT,0.01,170,8,0.4112232743776105,0.8208333333333333,0.5270743419327587
group 2,NanoMGT,0.01,170,9,0.4121662567177067,0.8510416666666667,0.531482095134343
group 2,NanoMGT,0.01,170,10,0.4084336053480156,0.8671875,0.5317742984364251
group 2,NanoMGT,0.01,220,1,0.14676639276085648,0.18385416666666665,0.1530172549537369
group 2,NanoMGT,0.01,220,2,0.2607797313100335,0.33090277777777777,0.279066305172468
group 2,NanoMGT,0.01,220,3,0.3180657063326606,0.4456597222222222,0.3564533064051028
group 2,NanoMGT,0.01,220,4,0.39958846257596403,0.6531250000000001,0.48406045677205256
group 2,NanoMGT,0.01,220,5,0.442274701201342,0.7036458333333333,0.5285529970150278
group 2,NanoMGT,0.01,220,6,0.45843646550883393,0.7411458333333334,0.5520243917429627
group 2,NanoMGT,0.01,220,7,0.4914346717508972,0.8654513888888888,0.6161783985232628
group 2,NanoMGT,0.01,220,8,0.49471328487151167,0.8199652777777778,0.6052608108548854
group 2,NanoMGT,0.01,220,9,0.5074398589031678,0.8128472222222222,0.6081217691269937
group 2,NanoMGT,0.01,220,10,0.5236938992504222,0.8920138888888888,0.6476083449173614
group 2,NanoMGT,0.02,120,1,0.13427119981467805,0.1362847222222222,0.12879224624205868
group 2,NanoMGT,0.02,120,2,0.27022354451546055,0.31927083333333334,0.2828059242081233
group 2,NanoMGT,0.02,120,3,0.3884738337429101,0.5368055555555555,0.4399177579084623
group 2,NanoMGT,0.02,120,4,0.4368821137994862,0.6519097222222222,0.5125943660633528
group 2,NanoMGT,0.02,120,5,0.4697537945499741,0.7454861111111111,0.5639354702581226
group 2,NanoMGT,0.02,120,6,0.4905082531615698,0.8085069444444445,0.6006333080449913
group 2,NanoMGT,0.02,120,7,0.5265737596106953,0.8793402777777778,0.6478879469014903
group 2,NanoMGT,0.02,120,8,0.5228379262517932,0.9243055555555557,0.6585619585606866
group 2,NanoMGT,0.02,120,9,0.5238048562721755,0.9189236111111111,0.6558720990183992
group 2,NanoMGT,0.02,120,10,0.5272554032036051,0.9600694444444443,0.6723999833381554
group 2,NanoMGT,0.02,170,1,0.20844425527170504,0.1802083333333333,0.18148776688805082
group 2,NanoMGT,0.02,170,2,0.35321630946115445,0.3206597222222222,0.3236336029108589
group 2,NanoMGT,0.02,170,3,0.41505195883197815,0.4376736111111111,0.41160743484813406
group 2,NanoMGT,0.02,170,4,0.47420867892759183,0.5402777777777777,0.4911991736924802
group 2,NanoMGT,0.02,170,5,0.5529314030424978,0.6947916666666667,0.6032301147619278
group 2,NanoMGT,0.02,170,6,0.5784669678147939,0.8145833333333333,0.6640665973112782
group 2,NanoMGT,0.02,170,7,0.5881695774364307,0.8524305555555555,0.6861471723422771
group 2,NanoMGT,0.02,170,8,0.5951693706956865,0.8996527777777779,0.7080417390897275
group 2,NanoMGT,0.02,170,9,0.6025916033284454,0.9152777777777777,0.718078436323632
group 2,NanoMGT,0.02,170,10,0.6176548798868398,0.9338541666666668,0.7341734601374633
group 2,NanoMGT,0.02,220,1,0.2934599363094674,0.12760416666666663,0.16214904982176304
group 2,NanoMGT,0.02,220,2,0.4568280971789744,0.23906250000000004,0.29417442856272796
group 2,NanoMGT,0.02,220,3,0.5496681865467857,0.34583333333333327,0.40367971118478213
group 2,NanoMGT,0.02,220,4,0.6158062051800192,0.4762152777777778,0.5181793348004455
group 2,NanoMGT,0.02,220,5,0.6855655447822072,0.6315972222222223,0.645341927040375
group 2,NanoMGT,0.02,220,6,0.7115073311297567,0.7265625,0.7088501557339254
group 2,NanoMGT,0.02,220,7,0.7335947572282201,0.7836805555555556,0.7495095647761362
group 2,NanoMGT,0.02,220,8,0.7562393670236807,0.8453125,0.7929288652851967
group 2,NanoMGT,0.02,220,9,0.7629110459016758,0.8651041666666668,0.8075787877015063
group 2,NanoMGT,0.02,220,10,0.7596594054041367,0.8899305555555556,0.8157589048611795
group 2,NanoMGT,0.03,120,1,0.12116364568564669,0.10138888888888886,0.10467048302574612
group 2,NanoMGT,0.03,120,2,0.2810088798597548,0.2598958333333333,0.2593153368472688
group 2,NanoMGT,0.03,120,3,0.44365316390543014,0.5072916666666666,0.46196470456544203
group 2,NanoMGT,0.03,120,4,0.4875402357632194,0.6218750000000001,0.5379868025614425
group 2,NanoMGT,0.03,120,5,0.5371291743158049,0.759375,0.6189482721860841
group 2,NanoMGT,0.03,120,6,0.5442367206168693,0.8130208333333333,0.643718864258065
group 2,NanoMGT,0.03,120,7,0.579888453866395,0.8777777777777778,0.6903108943159006
group 2,NanoMGT,0.03,120,8,0.5950181737812211,0.9302083333333333,0.7170091589172847
group 2,NanoMGT,0.03,120,9,0.5988619695573206,0.9567708333333332,0.7284059964483279
group 2,NanoMGT,0.03,120,10,0.6016912457227543,0.9654513888888889,0.734066185910514
group 2,NanoMGT,0.03,170,1,0.2107050417790206,0.12986111111111107,0.15252901079672732
group 2,NanoMGT,0.03,170,2,0.4123509237698883,0.26458333333333334,0.3081840502192484
group 2,NanoMGT,0.03,170,3,0.5045963751477003,0.3980902777777778,0.43441546142117377
group 2,NanoMGT,0.03,170,4,0.5743037664090296,0.5196180555555555,0.5352158270512701
group 2,NanoMGT,0.03,170,5,0.6518644831961002,0.7300347222222223,0.6812782344736904
group 2,NanoMGT,0.03,170,6,0.6836783224804773,0.8133680555555555,0.734976651442418
group 2,NanoMGT,0.03,170,7,0.6894347810349211,0.8664930555555556,0.7602856733684238
group 2,NanoMGT,0.03,170,8,0.6961978167335311,0.8980902777777778,0.7768695930160471
group 2,NanoMGT,0.03,170,9,0.7144822474091858,0.9375,0.8039194169090003
group 2,NanoMGT,0.03,170,10,0.7211772051766993,0.9434027777777777,0.8099369858721787
group 2,NanoMGT,0.03,220,1,0.2098240084055687,0.08350694444444444,0.1147866634187348
group 2,NanoMGT,0.03,220,2,0.4841747870129512,0.21006944444444442,0.2782779244176303
group 2,NanoMGT,0.03,220,3,0.5962160424116946,0.31545138888888885,0.3927623130456784
group 2,NanoMGT,0.03,220,4,0.6802989242013632,0.5027777777777778,0.5637636591330667
group 2,NanoMGT,0.03,220,5,0.7368254294008597,0.6845486111111111,0.6978809084292029
group 2,NanoMGT,0.03,220,6,0.728311687801968,0.7374999999999999,0.7256775495557809
group 2,NanoMGT,0.03,220,7,0.760592467235946,0.8357638888888889,0.7915437798748904
group 2,NanoMGT,0.03,220,8,0.7788436800500639,0.8696180555555554,0.8165124620977435
group 2,NanoMGT,0.03,220,9,0.7785692303664292,0.8899305555555556,0.8264511541730895
group 2,NanoMGT,0.03,220,10,0.78336710466508,0.9258680555555555,0.8447558380662402
group 2,NanoMGT,0.04,120,1,0.14600944086276715,0.09149305555555554,0.10686431594816491
group 2,NanoMGT,0.04,120,2,0.30969453903539185,0.2376736111111111,0.2633808310335994
group 2,NanoMGT,0.04,120,3,0.4809227330779055,0.5027777777777778,0.4815677061083164
group 2,NanoMGT,0.04,120,4,0.5150942224237954,0.6104166666666667,0.5520233798892519
group 2,NanoMGT,0.04,120,5,0.5725589225589226,0.7421875,0.6402563154782958
group 2,NanoMGT,0.04,120,6,0.607270867113641,0.8201388888888889,0.6884438470154252
group 2,NanoMGT,0.04,120,7,0.6342372706486858,0.892013888888889,0.7334770805634125
group 2,NanoMGT,0.04,120,8,0.6555598987549951,0.9543402777777779,0.7705408367567862
group 2,NanoMGT,0.04,120,9,0.6401994958446572,0.978125,0.7681859040126723
group 2,NanoMGT,0.04,120,10,0.6375425043412332,0.9824652777777777,0.7677791862260864
group 2,NanoMGT,0.04,170,1,0.2187116945181461,0.11996527777777773,0.14842760556300827
group 2,NanoMGT,0.04,170,2,0.42268543982027124,0.2682291666666667,0.3146690051934479
group 2,NanoMGT,0.04,170,3,0.4880753814176935,0.3595486111111111,0.39661805791453714
group 2,NanoMGT,0.04,170,4,0.6307126994238795,0.615625,0.6155034777605608
group 2,NanoMGT,0.04,170,5,0.6720424586574255,0.7578125,0.7064925592161644
group 2,NanoMGT,0.04,170,6,0.7083403174179811,0.8824652777777778,0.7787243088461954
group 2,NanoMGT,0.04,170,7,0.7181040052841888,0.9137152777777778,0.796823462832826
group 2,NanoMGT,0.04,170,8,0.7233865590670289,0.9529513888888889,0.8157420920563206
group 2,NanoMGT,0.04,170,9,0.7283361467817581,0.9631944444444445,0.8227365290483317
group 2,NanoMGT,0.04,170,10,0.7391188206886429,0.9649305555555556,0.8301135044810185
group 2,NanoMGT,0.04,220,1,0.20523857190523853,0.09045138888888886,0.12014597664422656
group 2,NanoMGT,0.04,220,2,0.5109455784801483,0.21822916666666667,0.28146910040292394
group 2,NanoMGT,0.04,220,3,0.5878173922227846,0.34913194444444445,0.4154323894463148
group 2,NanoMGT,0.04,220,4,0.6830629458242244,0.6105902777777777,0.6303430923094673
group 2,NanoMGT,0.04,220,5,0.7173150197276256,0.7515625,0.7264412063933046
group 2,NanoMGT,0.04,220,6,0.7199696970507837,0.7907986111111112,0.7472324491848394
group 2,NanoMGT,0.04,220,7,0.753526653946832,0.9071180555555555,0.8151384046627986
group 2,NanoMGT,0.04,220,8,0.7546712450862981,0.9557291666666666,0.8369830008319021
group 2,NanoMGT,0.04,220,9,0.7620694319898854,0.9520833333333334,0.8413869720735795
group 2,NanoMGT,0.04,220,10,0.7606640525225665,0.9571180555555556,0.8421187011090162
group 2,NanoMGT,0.05,120,1,0.13627289377289373,0.04878472222222217,0.07091730271104657
group 2,NanoMGT,0.05,120,2,0.32224357009170485,0.20121527777777773,0.24312068215890847
group 2,NanoMGT,0.05,120,3,0.5254953461093812,0.44079861111111107,0.46997224881156097
group 2,NanoMGT,0.05,120,4,0.571274073855932,0.5652777777777778,0.5604452241358263
group 2,NanoMGT,0.05,120,5,0.6366062178562178,0.6979166666666666,0.6611552422101555
group 2,NanoMGT,0.05,120,6,0.6572896213260356,0.75625,0.7004901287003733
group 2,NanoMGT,0.05,120,7,0.691691385840322,0.8732638888888888,0.7674262276954783
group 2,NanoMGT,0.05,120,8,0.6979879841109624,0.9197916666666668,0.790347254468562
group 2,NanoMGT,0.05,120,9,0.7161088885941052,0.9697916666666666,0.8199892882729394
group 2,NanoMGT,0.05,120,10,0.715779710688472,0.9723958333333332,0.8211257644594165
group 2,NanoMGT,0.05,170,1,0.23363215731636786,0.1022569444444444,0.13808663974023913
group 2,NanoMGT,0.05,170,2,0.37609605715195776,0.2046874999999999,0.25910417806969527
group 2,NanoMGT,0.05,170,3,0.5343466798946251,0.32517361111111104,0.39279354057378474
group 2,NanoMGT,0.05,170,4,0.7194695827048768,0.5779513888888889,0.6380451125047423
group 2,NanoMGT,0.05,170,5,0.782491476045483,0.7135416666666666,0.7435422081788113
group 2,NanoMGT,0.05,170,6,0.8005859163866212,0.8342013888888888,0.8149519622397158
group 2,NanoMGT,0.05,170,7,0.8062918062401206,0.8960069444444444,0.8466262296069478
group 2,NanoMGT,0.05,170,8,0.7981480573414211,0.9289930555555554,0.8576771026818019
group 2,NanoMGT,0.05,170,9,0.8264302782044718,0.967361111111111,0.888977875336831
group 2,NanoMGT,0.05,170,10,0.8112495096973341,0.962326388888889,0.8786222086323944
group 2,NanoMGT,0.05,220,1,0.22934561334384027,0.08541666666666664,0.12054633943526012
group 2,NanoMGT,0.05,220,2,0.3808496732026143,0.16979166666666665,0.2287815093997764
group 2,NanoMGT,0.05,220,3,0.6291208791208791,0.31354166666666666,0.40378496906136757
group 2,NanoMGT,0.05,220,4,0.7403751543967579,0.5760416666666667,0.6349673437075188
group 2,NanoMGT,0.05,220,5,0.788465127332584,0.6875,0.7282255265550512
group 2,NanoMGT,0.05,220,6,0.811989867717422,0.7866319444444444,0.796046894806174
group 2,NanoMGT,0.05,220,7,0.819908420052584,0.8458333333333333,0.830451156563325
group 2,NanoMGT,0.05,220,8,0.8380697766985449,0.8965277777777777,0.8644189754820903
group 2,NanoMGT,0.05,220,9,0.8370958934032329,0.953125,0.8898965654661017
group 2,NanoMGT,0.05,220,10,0.8394001336062136,0.9605902777777778,0.8943929972201472
